地区,时间,温度,风向,风级,降水量,相对湿度,空气质量
北京,09h,25,东北风,2,0,58,34
北京,10h,26,北风,2,0,55,37
北京,11h,27,东南风,1,0.0,51,33
北京,12h,29,西风,2,0.0,43,30
北京,13h,30,东风,2,0.0,37,35
北京,14h,31,南风,3,0.0,38,36
北京,15h,31,东北风,2,0.0,36,35
北京,16h,31,东风,3,0.0,37,35
北京,17h,31,东北风,2,0.0,38,35
北京,18h,30,东风,2,0.0,42,32
北京,19h,28,东南风,2,0.0,50,49
北京,20h,26,西南风,1,0.0,51,25
北京,21h,26,西风,2,0.0,52,24
北京,22h,26,西风,2,0.0,51,23
北京,23h,25,东南风,2,0.0,54,21
北京,00h,24,西风,1,0.0,55,21
北京,01h,22,西南风,1,0.0,63,24
北京,02h,21,东风,1,0.0,71,26
北京,03h,20,西南风,1,0.0,73,27
北京,04h,20,南风,1,0.0,77,23
北京,05h,20,西风,1,0.0,78,25
北京,06h,19,西南风,1,0.0,81,24
北京,07h,21,西南风,1,0.0,76,20
上海,09h,29,西风,0,0,56,77
上海,10h,31,西风,0,0,51,72
上海,11h,32,西风,1,0.0,47,90
上海,12h,32,西风,1,0.0,43,115
上海,13h,33,西风,1,0.0,41,128
上海,14h,33,西风,0,0.0,41,131
上海,15h,33,西风,1,0.0,40,134
上海,16h,33,西风,1,0.1,42,131
上海,17h,32,西风,0,0.0,43,125
上海,18h,31,西南风,0,0.0,46,114
上海,19h,30,西南风,0,0.0,52,92
上海,20h,29,南风,0,0.0,67,83
上海,21h,28,东南风,0,0.0,72,82
上海,22h,28,东南风,0,0.0,79,88
上海,23h,27,东南风,0,0.0,79,89
上海,00h,26,东南风,0,0.0,83,88
上海,01h,25,南风,0,0.0,82,92
上海,02h,26,东风,0,0.0,87,93
上海,03h,26,东风,0,0.0,86,87
上海,04h,26,东北风,0,0.0,90,87
上海,05h,24,东风,0,0.0,92,89
上海,06h,25,东北风,0,0.0,91,88
上海,07h,26,东南风,0,0.0,90,94
天津,09h,24,东风,1,0,85,134
天津,10h,26,北风,1,0,71,132
天津,11h,27,西南风,1,0.0,67,125
天津,12h,29,东南风,2,0.0,55,103
天津,13h,30,西南风,2,0.0,50,100
天津,14h,30,南风,2,0.0,46,108
天津,15h,31,西风,2,0.0,43,107
天津,16h,30,西南风,2,0.0,43,104
天津,17h,30,西南风,2,0.0,40,99
天津,18h,30,南风,1,0.0,41,73
天津,19h,29,南风,1,0.0,52,52
天津,20h,28,西风,1,0.0,58,58
天津,21h,27,东风,1,0.0,64,62
天津,22h,27,东风,1,0.0,68,63
天津,23h,26,东南风,1,0.0,73,49
天津,00h,26,西南风,2,0.0,76,49
天津,01h,26,西风,1,0.0,74,50
天津,02h,25,西南风,2,0.0,74,53
天津,03h,24,南风,1,0.0,76,48
天津,04h,24,西风,1,0.0,78,45
天津,05h,23,西南风,1,0.0,79,43
天津,06h,23,西风,1,0.0,82,45
天津,07h,23,西风,1,0.0,79,47
重庆,09h,24,西北风,2,0,86,37
重庆,10h,27,东北风,1,0,71,32
重庆,11h,26,东南风,1,0.0,73,29
重庆,12h,28,东风,1,0.0,63,25
重庆,13h,30,东南风,1,0.0,59,32
重庆,14h,30,东南风,1,0.0,56,41
重庆,15h,32,东风,1,0.0,50,48
重庆,16h,32,东南风,1,0.0,45,53
重庆,17h,32,东南风,1,0.0,44,62
重庆,18h,32,东南风,1,0.0,44,67
重庆,19h,30,东风,1,0.0,53,48
重庆,20h,28,南风,1,0.0,62,51
重庆,21h,27,东南风,0,0.0,69,54
重庆,22h,27,东南风,1,0.0,74,57
重庆,23h,27,东风,1,0.0,77,56
重庆,00h,26,东南风,1,0.0,80,58
重庆,01h,26,东南风,1,0.0,85,57
重庆,02h,25,东南风,1,0.0,86,58
重庆,03h,25,东南风,0,0.0,87,56
重庆,04h,25,东风,1,0.0,89,56
重庆,05h,24,东风,1,0.0,92,55
重庆,06h,24,东风,1,0.0,91,55
重庆,07h,24,东南风,1,0.0,91,55
哈尔滨,09h,21,东北风,2,0,88,59
哈尔滨,10h,22,东风,2,0,81,52
哈尔滨,11h,23,东风,2,0.0,69,46
哈尔滨,12h,24,东北风,2,0.0,71,45
哈尔滨,13h,23,东北风,2,0.0,74,44
哈尔滨,14h,23,东北风,2,0.0,74,41
哈尔滨,15h,24,东北风,2,0.0,73,43
哈尔滨,16h,23,东北风,2,0.0,73,48
哈尔滨,17h,23,东北风,3,0.0,79,51
哈尔滨,18h,22,东北风,3,0.0,77,42
哈尔滨,19h,21,东风,3,0.0,73,36
哈尔滨,20h,21,东南风,2,0.0,76,32
哈尔滨,21h,20,东北风,2,0.0,83,32
哈尔滨,22h,19,东北风,2,0.1,90,32
哈尔滨,23h,19,东北风,2,0.6,92,30
哈尔滨,00h,19,东风,3,1.7,87,23
哈尔滨,01h,18,东北风,3,1.1,92,23
哈尔滨,02h,18,东北风,4,6.2,95,23
哈尔滨,03h,18,东北风,3,3.3,95,21
哈尔滨,04h,17,东北风,4,5.1,94,20
哈尔滨,05h,17,东北风,4,7.4,95,19
哈尔滨,06h,17,东风,4,5.6,95,19
哈尔滨,07h,17,北风,4,2.2,95,21
长春,09h,22,东北风,2,0,75,48
长春,10h,22,东北风,3,0,73,46
长春,11h,22,东北风,2,0.0,74,42
长春,12h,23,东北风,2,0.0,72,37
长春,13h,22,东北风,3,0.0,76,36
长春,14h,22,东北风,3,0.0,76,35
长春,15h,22,东北风,2,0.0,75,33
长春,16h,22,东北风,3,0.0,81,40
长春,17h,22,东北风,3,0.0,84,44
长春,18h,21,东北风,2,0.1,92,46
长春,19h,20,北风,3,0.2,95,36
长春,20h,19,东北风,4,0.2,95,33
长春,21h,19,东北风,3,0.4,96,26
长春,22h,18,东风,2,2.6,97,25
长春,23h,18,东风,4,2.4,97,25
长春,00h,17,东南风,4,2.1,96,21
长春,01h,17,南风,3,2.6,98,22
长春,02h,17,南风,4,4.2,98,23
长春,03h,16,南风,4,2.7,100,26
长春,04h,16,西南风,4,3.6,99,28
长春,05h,16,西风,4,3.8,99,25
长春,06h,16,西风,3,3.3,99,22
长春,07h,16,西北风,4,3.1,99,19
沈阳,09h,21,北风,2,0,79,54
沈阳,10h,22,北风,2,0,77,54
沈阳,11h,22,东南风,2,0.0,77,52
沈阳,12h,22,东南风,2,0.0,75,52
沈阳,13h,23,东风,3,0.0,69,48
沈阳,14h,23,东南风,3,0.0,68,44
沈阳,15h,23,东风,3,0.0,66,43
沈阳,16h,23,东风,2,0.0,69,42
沈阳,17h,22,东风,3,0.0,74,44
沈阳,18h,20,东风,3,0.0,80,35
沈阳,19h,19,东南风,2,1.5,89,36
沈阳,20h,19,南风,2,1.9,93,37
沈阳,21h,19,南风,2,2.5,92,36
沈阳,22h,20,南风,3,2.3,94,33
沈阳,23h,19,西南风,2,0.5,92,29
沈阳,00h,19,西风,3,0.0,88,24
沈阳,01h,18,西南风,3,1.7,94,20
沈阳,02h,18,西南风,3,2.0,95,18
沈阳,03h,18,西风,2,1.3,95,17
沈阳,04h,18,西风,3,2.1,96,17
沈阳,05h,18,西南风,3,1.5,96,16
沈阳,06h,18,西风,2,0.9,96,14
沈阳,07h,18,西风,3,0.9,96,15
呼和浩特,09h,21,北风,4,0,49,43
呼和浩特,10h,23,西北风,3,0,46,44
呼和浩特,11h,26,东风,2,0.0,49,38
呼和浩特,12h,25,东北风,2,0.0,40,28
呼和浩特,13h,26,东北风,2,0.0,33,28
呼和浩特,14h,28,东北风,2,0.0,31,29
呼和浩特,15h,28,东北风,2,0.0,31,29
呼和浩特,16h,26,东北风,2,0.0,32,29
呼和浩特,17h,28,东北风,1,0.0,30,29
呼和浩特,18h,25,东北风,1,6.5,35,28
呼和浩特,19h,23,东风,1,0.0,43,25
呼和浩特,20h,21,东北风,1,0.0,52,20
呼和浩特,21h,18,东风,0,0.0,55,22
呼和浩特,22h,16,东风,0,0.0,62,30
呼和浩特,23h,16,东风,1,0.0,57,35
呼和浩特,00h,14,东风,0,0.0,70,37
呼和浩特,01h,14,东南风,1,0.0,66,42
呼和浩特,02h,13,东风,0,0.0,77,39
呼和浩特,03h,12,东南风,0,0.0,81,40
呼和浩特,04h,12,东南风,1,0.0,82,32
呼和浩特,05h,11,东南风,0,0.0,82,29
呼和浩特,06h,11,东南风,0,0.0,89,28
呼和浩特,07h,13,东风,0,0.0,90,32
石家庄,09h,25,西南风,2,0,68,75
石家庄,10h,28,西风,2,0,52,74
石家庄,11h,31,西南风,1,0.0,50,83
石家庄,12h,32,西南风,1,0.0,43,101
石家庄,13h,32,东南风,2,0.0,38,98
石家庄,14h,33,东北风,2,0.0,35,69
石家庄,15h,33,东风,2,0.0,34,50
石家庄,16h,32,东风,1,0.0,36,49
石家庄,17h,32,东风,1,0.0,39,50
石家庄,18h,31,南风,1,0.0,49,49
石家庄,19h,28,南风,1,0.0,56,75
石家庄,20h,28,东南风,0,0.0,63,65
石家庄,21h,25,东南风,1,0.0,67,64
石家庄,22h,24,南风,1,0.0,71,57
石家庄,23h,24,东风,2,0.0,73,63
石家庄,00h,24,南风,2,0.0,74,57
石家庄,01h,23,西风,2,0.0,75,59
石家庄,02h,22,西南风,1,0.0,81,59
石家庄,03h,22,西南风,1,0.0,83,56
石家庄,04h,22,西南风,2,0.0,82,57
石家庄,05h,21,西风,1,0.0,85,59
石家庄,06h,21,西风,2,0.0,85,66
石家庄,07h,22,西风,1,0.0,83,74
太原,09h,20,南风,2,0,63,70
太原,10h,22,西南风,2,0,56,67
太原,11h,24,西南风,2,0.0,51,67
太原,12h,26,南风,1,0.0,40,64
太原,13h,28,东南风,1,0.0,40,54
太原,14h,30,东风,3,0.0,31,39
太原,15h,29,东南风,3,0.0,28,35
太原,16h,30,东南风,2,0.0,29,39
太原,17h,28,东南风,3,0.0,35,40
太原,18h,28,西南风,2,0.0,35,38
太原,19h,26,西南风,3,0.0,46,44
太原,20h,22,西南风,1,0.0,53,48
太原,21h,23,西南风,2,0.0,62,55
太原,22h,22,西南风,2,0.0,59,57
太原,23h,21,南风,2,0.0,66,57
太原,00h,20,南风,1,0.0,68,55
太原,01h,20,东南风,2,0.0,77,58
太原,02h,18,东南风,1,0.0,75,57
太原,03h,18,东南风,1,0.0,80,56
太原,04h,17,东风,1,0.0,81,54
太原,05h,16,东南风,1,0.0,85,60
太原,06h,15,南风,1,0.0,84,59
太原,07h,16,东风,1,0.0,85,61
西安,09h,25,南风,1,0.0,62,64
西安,10h,26,西南风,2,0.0,57,66
西安,11h,28,南风,2,0.0,51,61
西安,12h,29,西南风,1,0.0,47,56
西安,13h,31,南风,1,0.0,42,59
西安,14h,32,西南风,1,0.0,42,57
西安,15h,33,西南风,1,0.0,36,75
西安,16h,34,南风,1,0.0,37,83
西安,17h,34,东南风,1,0.0,36,88
西安,18h,32,东南风,1,0.0,41,87
西安,19h,31,东风,1,0.0,48,66
西安,20h,29,东南风,1,0.0,57,74
西安,21h,27,东风,1,0.0,58,75
西安,22h,27,东风,1,0.0,66,77
西安,23h,26,东风,1,0.0,67,80
西安,00h,24,东南风,1,0.0,71,82
西安,01h,23,东南风,1,0.0,76,82
西安,02h,23,东南风,1,0.0,76,82
西安,03h,23,南风,1,0.0,80,76
西安,04h,22,南风,1,0.0,76,74
西安,05h,21,东南风,1,0.0,80,72
西安,06h,21,东南风,1,0.0,80,69
西安,07h,20,东南风,1,0.0,82,68
济南,09h,27,西北风,1,0,61,98
济南,10h,28,西北风,2,0,56,105
济南,11h,29,南风,1,0.0,54,103
济南,12h,30,东风,2,0.0,51,116
济南,13h,30,南风,1,0.0,49,127
济南,14h,31,西南风,1,0.0,48,128
济南,15h,31,西南风,1,0.0,44,124
济南,16h,31,西风,2,0.0,42,119
济南,17h,30,西风,2,0.0,45,112
济南,18h,29,东风,2,0.0,55,104
济南,19h,28,东风,1,0.0,65,85
济南,20h,26,东南风,1,0.0,73,71
济南,21h,24,东风,2,0.0,71,71
济南,22h,24,东南风,1,0.0,74,50
济南,23h,23,东风,2,0.0,77,82
济南,00h,24,东南风,2,0.0,78,50
济南,01h,24,西风,4,0.0,81,85
济南,02h,19,东南风,3,13.5,94,85
济南,03h,19,东南风,1,0.7,94,53
济南,04h,20,东南风,1,0.1,93,51
济南,05h,20,东南风,2,0.6,96,33
济南,06h,19,东风,1,0.1,95,33
济南,07h,20,东风,1,0.0,93,33
乌鲁木齐,09h,15,东风,2,0.0,69,27
乌鲁木齐,10h,15,东南风,2,0.1,73,42
乌鲁木齐,11h,14,西风,3,0.0,80,34
乌鲁木齐,12h,12,西北风,2,1.2,88,20
乌鲁木齐,13h,10,西北风,3,1.0,88,23
乌鲁木齐,14h,10,西风,3,0.5,89,22
乌鲁木齐,15h,10,西风,2,0.4,88,23
乌鲁木齐,16h,11,南风,2,0.0,84,22
乌鲁木齐,17h,12,东风,1,0.0,75,23
乌鲁木齐,18h,13,西风,2,0.0,69,23
乌鲁木齐,19h,14,西南风,2,0.0,66,22
乌鲁木齐,20h,14,南风,2,0.0,69,21
乌鲁木齐,21h,14,南风,1,0.0,70,28
乌鲁木齐,22h,14,东南风,1,0.0,74,29
乌鲁木齐,23h,14,东北风,2,0.0,75,25
乌鲁木齐,00h,13,南风,1,0.4,74,18
乌鲁木齐,01h,13,西南风,2,0.1,76,16
乌鲁木齐,02h,13,南风,1,0.0,70,16
乌鲁木齐,03h,13,东南风,0,0.0,71,16
乌鲁木齐,04h,13,南风,1,0.0,76,15
乌鲁木齐,05h,13,西南风,2,0.0,68,20
乌鲁木齐,06h,13,东南风,1,0.0,73,21
乌鲁木齐,07h,12,东南风,1,0.0,82,22
拉萨,09h,14,东南风,1,0.0,74,26
拉萨,10h,14,南风,2,0.0,68,33
拉萨,11h,13,东南风,2,0.5,71,23
拉萨,12h,14,东南风,2,0.2,68,25
拉萨,13h,17,东南风,2,0.0,52,27
拉萨,14h,19,南风,1,0.0,45,30
拉萨,15h,19,西风,1,0.0,42,30
拉萨,16h,22,西南风,1,0.0,37,34
拉萨,17h,23,西南风,2,0.0,35,35
拉萨,18h,24,西风,2,0.0,32,36
拉萨,19h,22,东北风,1,0.0,33,37
拉萨,20h,20,西风,1,0.0,43,33
拉萨,21h,17,西北风,1,0.0,50,36
拉萨,22h,18,西风,2,0.0,43,41
拉萨,23h,18,西南风,1,0.0,54,29
拉萨,00h,15,东风,1,0.0,62,26
拉萨,01h,14,东南风,1,0.0,67,21
拉萨,02h,13,东南风,1,0.0,69,19
拉萨,03h,13,东南风,1,0.0,68,18
拉萨,04h,13,东南风,1,0.0,73,18
拉萨,05h,14,东南风,1,0.0,71,16
拉萨,06h,13,东南风,1,0.0,73,18
拉萨,07h,13,东南风,1,0.0,75,18
西宁,09h,10,西南风,1,0,84,55
西宁,10h,14,东风,2,0,68,62
西宁,11h,14,东南风,1,0.0,67,66
西宁,12h,16,东南风,1,0.0,53,60
西宁,13h,18,东南风,1,0.0,47,45
西宁,14h,19,东南风,2,0.0,48,40
西宁,15h,20,东南风,2,0.0,47,39
西宁,16h,20,东南风,2,0.0,47,41
西宁,17h,19,东南风,3,0.0,49,48
西宁,18h,20,东南风,2,0.0,49,48
西宁,19h,18,东风,4,0.0,54,40
西宁,20h,17,东南风,3,0.0,58,49
西宁,21h,17,东风,3,0.0,66,51
西宁,22h,16,东风,2,0.0,68,52
西宁,23h,16,东风,1,0.0,70,52
西宁,00h,15,东南风,1,0.0,75,48
西宁,01h,15,东南风,1,0.0,79,50
西宁,02h,14,东南风,1,0.0,79,56
西宁,03h,14,东风,0,0.0,78,50
西宁,04h,14,东南风,0,0.0,79,61
西宁,05h,13,东南风,0,0.0,81,70
西宁,06h,13,东风,0,0.0,81,66
西宁,07h,13,东风,1,0.0,82,65
兰州,09h,17,东风,1,0,55,73
兰州,10h,18,北风,1,0,54,66
兰州,11h,21,南风,1,0.0,52,53
兰州,12h,23,南风,1,0.0,42,53
兰州,13h,24,南风,1,0.0,42,52
兰州,14h,26,南风,2,0.0,35,58
兰州,15h,28,南风,1,0.0,30,48
兰州,16h,29,东南风,2,0.0,27,49
